nan,nan,2.008928571428571508e-01,nan,nan
2.765957446808510745e-01,nan,4.615384615384615641e-01,nan,6.129032258064516236e-01
7.647058823529411242e-01,nan,3.783783783783783994e-01,nan,3.437500000000000000e-01
1.000000000000000000e+00,nan,3.435114503816794063e-01,5.000000000000000000e-01,3.658536585365853577e-01
6.666666666666666297e-01,7.500000000000000000e-01,3.571428571428571508e-01,5.999999999999999778e-01,3.766233766233766378e-01
5.000000000000000000e-01,6.666666666666666297e-01,3.781512605042016695e-01,7.142857142857143016e-01,3.766233766233766378e-01
6.250000000000000000e-01,6.190476190476190688e-01,5.254237288135593653e-01,4.629629629629629650e-01,3.783783783783783994e-01
6.363636363636363535e-01,6.923076923076922906e-01,5.490196078431373028e-01,4.642857142857143016e-01,4.057971014492753881e-01
5.999999999999999778e-01,6.562500000000000000e-01,5.625000000000000000e-01,4.814814814814814548e-01,4.833333333333333370e-01
6.666666666666666297e-01,6.486486486486486847e-01,5.897435897435897578e-01,4.516129032258064391e-01,5.535714285714286031e-01
6.785714285714286031e-01,6.315789473684210176e-01,6.111111111111111605e-01,4.461538461538461786e-01,5.438596491228070429e-01
6.666666666666666297e-01,6.315789473684210176e-01,6.216216216216216006e-01,4.677419354838709409e-01,5.166666666666667185e-01
7.037037037037037202e-01,6.153846153846154188e-01,5.749999999999999556e-01,4.912280701754385692e-01,5.081967213114754189e-01
6.666666666666666297e-01,6.190476190476190688e-01,6.410256410256410797e-01,5.090909090909090384e-01,5.517241379310344751e-01
6.666666666666666297e-01,6.136363636363636465e-01,6.500000000000000222e-01,5.400000000000000355e-01,5.438596491228070429e-01
7.027027027027027417e-01,6.222222222222222321e-01,6.842105263157894912e-01,5.600000000000000533e-01,5.740740740740740700e-01
6.857142857142857206e-01,5.957446808510638014e-01,7.105263157894736725e-01,5.686274509803921351e-01,5.849056603773584717e-01
7.222222222222222099e-01,5.957446808510638014e-01,7.027027027027027417e-01,5.769230769230768718e-01,6.153846153846154188e-01
7.179487179487179516e-01,6.122448979591836871e-01,7.428571428571428825e-01,5.882352941176470784e-01,6.199999999999999956e-01
7.073170731707316694e-01,6.250000000000000000e-01,7.428571428571428825e-01,5.882352941176470784e-01,6.326530612244898322e-01
6.976744186046511809e-01,6.382978723404255650e-01,7.428571428571428825e-01,5.961538461538461453e-01,6.595744680851063357e-01
7.317073170731707155e-01,6.250000000000000000e-01,7.058823529411765163e-01,5.961538461538461453e-01,6.326530612244898322e-01
7.111111111111111382e-01,6.818181818181817677e-01,7.297297297297297147e-01,6.400000000000000133e-01,6.666666666666666297e-01
7.209302325581394832e-01,6.818181818181817677e-01,7.317073170731707155e-01,6.400000000000000133e-01,7.173913043478260532e-01
7.560975609756097615e-01,6.888888888888888840e-01,7.619047619047618625e-01,6.600000000000000311e-01,7.608695652173913526e-01
7.948717948717948234e-01,6.956521739130434590e-01,7.674418604651163101e-01,6.600000000000000311e-01,7.608695652173913526e-01
7.948717948717948234e-01,6.956521739130434590e-01,7.674418604651163101e-01,6.600000000000000311e-01,7.608695652173913526e-01
8.157894736842105088e-01,7.111111111111111382e-01,7.826086956521739468e-01,6.875000000000000000e-01,7.446808510638297518e-01
8.378378378378378288e-01,7.111111111111111382e-01,7.608695652173913526e-01,6.875000000000000000e-01,7.500000000000000000e-01
8.378378378378378288e-01,7.111111111111111382e-01,7.608695652173913526e-01,7.173913043478260532e-01,7.399999999999999911e-01
8.378378378378378288e-01,7.111111111111111382e-01,7.659574468085106336e-01,7.500000000000000000e-01,7.450980392156862919e-01
8.378378378378378288e-01,6.976744186046511809e-01,7.659574468085106336e-01,7.500000000000000000e-01,7.169811320754716499e-01
8.157894736842105088e-01,6.976744186046511809e-01,7.659574468085106336e-01,7.441860465116278966e-01,7.358490566037735325e-01
8.157894736842105088e-01,6.829268292682927344e-01,7.708333333333333703e-01,7.804878048780488076e-01,6.964285714285713969e-01
8.421052631578946901e-01,6.829268292682927344e-01,7.800000000000000266e-01,7.804878048780488076e-01,7.407407407407406996e-01
8.421052631578946901e-01,6.750000000000000444e-01,7.547169811320755262e-01,8.157894736842105088e-01,7.454545454545454808e-01
8.421052631578946901e-01,6.750000000000000444e-01,7.547169811320755262e-01,7.948717948717948234e-01,7.592592592592593004e-01
8.421052631578946901e-01,6.750000000000000444e-01,7.547169811320755262e-01,7.948717948717948234e-01,7.592592592592593004e-01
8.421052631578946901e-01,6.999999999999999556e-01,7.500000000000000000e-01,8.205128205128204844e-01,7.454545454545454808e-01
8.421052631578946901e-01,6.999999999999999556e-01,7.547169811320755262e-01,8.421052631578946901e-01,7.454545454545454808e-01
8.888888888888888395e-01,6.999999999999999556e-01,7.735849056603774088e-01,8.421052631578946901e-01,7.543859649122807154e-01
8.888888888888888395e-01,6.999999999999999556e-01,7.843137254901960675e-01,8.421052631578946901e-01,7.457627118644067910e-01
8.888888888888888395e-01,7.368421052631578538e-01,7.843137254901960675e-01,8.461538461538461453e-01,7.333333333333332815e-01
8.857142857142856762e-01,7.368421052631578538e-01,8.039215686274510109e-01,8.947368421052631637e-01,7.258064516129032473e-01
8.857142857142856762e-01,7.567567567567567988e-01,8.000000000000000444e-01,8.717948717948718063e-01,7.142857142857143016e-01
8.611111111111111605e-01,7.714285714285714635e-01,8.000000000000000444e-01,8.974358974358974672e-01,7.187500000000000000e-01
8.611111111111111605e-01,7.714285714285714635e-01,8.163265306122449161e-01,8.974358974358974672e-01,7.076923076923077316e-01
8.611111111111111605e-01,7.714285714285714635e-01,8.163265306122449161e-01,8.974358974358974672e-01,7.076923076923077316e-01
8.571428571428570953e-01,7.647058823529411242e-01,8.163265306122449161e-01,9.210526315789473450e-01,6.911764705882352811e-01
8.571428571428570953e-01,7.647058823529411242e-01,8.163265306122449161e-01,9.210526315789473450e-01,6.911764705882352811e-01
8.571428571428570953e-01,7.647058823529411242e-01,8.163265306122449161e-01,9.210526315789473450e-01,6.911764705882352811e-01
8.571428571428570953e-01,7.647058823529411242e-01,8.199999999999999512e-01,9.210526315789473450e-01,7.014925373134328623e-01
8.571428571428570953e-01,7.647058823529411242e-01,8.199999999999999512e-01,9.210526315789473450e-01,7.014925373134328623e-01
8.571428571428570953e-01,7.647058823529411242e-01,8.199999999999999512e-01,9.210526315789473450e-01,7.014925373134328623e-01
8.571428571428570953e-01,7.647058823529411242e-01,8.199999999999999512e-01,9.210526315789473450e-01,7.014925373134328623e-01
8.571428571428570953e-01,7.647058823529411242e-01,8.199999999999999512e-01,9.210526315789473450e-01,7.014925373134328623e-01
8.571428571428570953e-01,7.647058823529411242e-01,8.076923076923077094e-01,9.210526315789473450e-01,7.076923076923077316e-01
8.611111111111111605e-01,7.647058823529411242e-01,8.076923076923077094e-01,9.230769230769231282e-01,7.301587301587301182e-01
8.611111111111111605e-01,7.647058823529411242e-01,7.777777777777777901e-01,9.230769230769231282e-01,7.377049180327869271e-01
8.684210526315789824e-01,7.647058823529411242e-01,7.777777777777777901e-01,9.230769230769231282e-01,7.627118644067796271e-01
8.684210526315789824e-01,7.647058823529411242e-01,7.777777777777777901e-01,9.000000000000000222e-01,7.758620689655172376e-01
8.684210526315789824e-01,7.647058823529411242e-01,7.777777777777777901e-01,8.780487804878048808e-01,7.894736842105263275e-01
8.684210526315789824e-01,7.647058823529411242e-01,7.818181818181818565e-01,8.780487804878048808e-01,8.035714285714286031e-01
8.684210526315789824e-01,7.647058823529411242e-01,7.818181818181818565e-01,8.571428571428570953e-01,8.181818181818182323e-01
8.684210526315789824e-01,7.647058823529411242e-01,7.818181818181818565e-01,8.372093023255814392e-01,8.333333333333333703e-01
8.684210526315789824e-01,7.647058823529411242e-01,7.818181818181818565e-01,8.372093023255814392e-01,8.333333333333333703e-01
8.684210526315789824e-01,7.647058823529411242e-01,7.818181818181818565e-01,8.372093023255814392e-01,8.333333333333333703e-01
8.648648648648649129e-01,7.647058823529411242e-01,7.543859649122807154e-01,8.372093023255814392e-01,8.301886792452830566e-01
8.888888888888888395e-01,7.878787878787878451e-01,7.543859649122807154e-01,8.000000000000000444e-01,8.301886792452830566e-01
8.888888888888888395e-01,8.125000000000000000e-01,7.413793103448276245e-01,8.000000000000000444e-01,8.301886792452830566e-01
8.888888888888888395e-01,8.125000000000000000e-01,7.413793103448276245e-01,8.000000000000000444e-01,8.301886792452830566e-01
8.918918918918918859e-01,8.333333333333333703e-01,7.413793103448276245e-01,7.826086956521739468e-01,8.301886792452830566e-01
8.918918918918918859e-01,8.333333333333333703e-01,7.413793103448276245e-01,7.826086956521739468e-01,8.301886792452830566e-01
8.918918918918918859e-01,8.333333333333333703e-01,7.413793103448276245e-01,7.826086956521739468e-01,8.301886792452830566e-01
8.888888888888888395e-01,8.333333333333333703e-01,7.413793103448276245e-01,7.826086956521739468e-01,8.148148148148147696e-01
8.648648648648649129e-01,8.387096774193548709e-01,7.678571428571429047e-01,8.222222222222221877e-01,8.181818181818182323e-01
8.648648648648649129e-01,8.387096774193548709e-01,7.962962962962962798e-01,8.222222222222221877e-01,8.245614035087719396e-01
8.648648648648649129e-01,8.387096774193548709e-01,7.962962962962962798e-01,8.222222222222221877e-01,8.245614035087719396e-01
8.648648648648649129e-01,8.387096774193548709e-01,7.924528301886792914e-01,8.409090909090909394e-01,7.966101694915254106e-01
8.648648648648649129e-01,8.387096774193548709e-01,7.924528301886792914e-01,8.409090909090909394e-01,7.966101694915254106e-01
